HCPCS,DESCRIPTION,RVU,FACTOR
81290,Mcoln1 gene,0.00,36.0896
81291,Mthfr gene,0.00,36.0896
81292,Mlh1 gene full seq,0.00,36.0896
81293,Mlh1 gene known variants,0.00,36.0896
81294,Mlh1 gene dup/delete variant,0.00,36.0896
81295,Msh2 gene full seq,0.00,36.0896
81296,Msh2 gene known variants,0.00,36.0896
81297,Msh2 gene dup/delete variant,0.00,36.0896
81298,Msh6 gene full seq,0.00,36.0896
81299,Msh6 gene known variants,0.00,36.0896
81300,Msh6 gene dup/delete variant,0.00,36.0896
81301,Microsatellite instability,0.00,36.0896
81302,Mecp2 gene full seq,0.00,36.0896
81303,Mecp2 gene known variant,0.00,36.0896
81304,Mecp2 gene dup/delet variant,0.00,36.0896
81305,Myd88 gene p.leu265pro vrnt,0.00,36.0896
81306,Nudt15 gene common variants,0.00,36.0896
81307,Palb2 gene full gene seq,0.00,36.0896
81308,Palb2 gene known famil vrnt,0.00,36.0896
81309,Pik3ca gene trgt seq alys,0.00,36.0896
81310,Npm1 gene,0.00,36.0896
81311,Nras gene variants exon 2&3,0.00,36.0896
81312,Pabpn1 gene detc abnor allel,0.00,36.0896
81313,Pca3/klk3 antigen,0.00,36.0896
81314,Pdgfra gene,0.00,36.0896
81315,Pml/raralpha com breakpoints,0.00,36.0896
81316,Pml/raralpha 1 breakpoint,0.00,36.0896
81317,Pms2 gene full seq analysis,0.00,36.0896
81318,Pms2 known familial variants,0.00,36.0896
81319,Pms2 gene dup/delet variants,0.00,36.0896
81320,Plcg2 gene common variants,0.00,36.0896
81321,Pten gene full sequence,0.00,36.0896
81322,Pten gene known fam variant,0.00,36.0896
81323,Pten gene dup/delet variant,0.00,36.0896
81324,Pmp22 gene dup/delet,0.00,36.0896
81325,Pmp22 gene full sequence,0.00,36.0896
81326,Pmp22 gene known fam variant,0.00,36.0896
81327,Sept9 gen prmtr mthyltn alys,0.00,36.0896
81328,Slco1b1 gene com variants,0.00,36.0896
81329,Smn1 gene dos/deletion alys,0.00,36.0896
81330,Smpd1 gene common variants,0.00,36.0896
81331,Snrpn/ube3a gene,0.00,36.0896
81332,Serpina1 gene,0.00,36.0896
81333,Tgfbi gene common variants,0.00,36.0896
81334,Runx1 gene targeted seq alys,0.00,36.0896
81335,Tpmt gene com variants,0.00,36.0896
81336,Smn1 gene full gene sequence,0.00,36.0896
81337,Smn1 gen nown famil seq vrnt,0.00,36.0896
81340,Trb@ gene rearrange amplify,0.00,36.0896
81341,Trb@ gene rearrange dirprobe,0.00,36.0896
81342,Trg gene rearrangement anal,0.00,36.0896
81343,Ppp2r2b gen detc abnor allel,0.00,36.0896
81344,Tbp gene detc abnor alleles,0.00,36.0896
81345,Tert gene targeted seq alys,0.00,36.0896
81346,Tyms gene com variants,0.00,36.0896
81350,Ugt1a1 gene common variants,0.00,36.0896
81355,Vkorc1 gene,0.00,36.0896
81361,Hbb gene com variants,0.00,36.0896
81362,Hbb gene known fam variant,0.00,36.0896
81363,Hbb gene dup/del variants,0.00,36.0896
81364,Hbb full gene sequence,0.00,36.0896
81370,Hla i & ii typing lr,0.00,36.0896
81371,Hla i & ii type verify lr,0.00,36.0896
81372,Hla i typing complete lr,0.00,36.0896
81373,Hla i typing 1 locus lr,0.00,36.0896
81374,Hla i typing 1 antigen lr,0.00,36.0896
81375,Hla ii typing ag equiv lr,0.00,36.0896
81376,Hla ii typing 1 locus lr,0.00,36.0896
81377,Hla ii type 1 ag equiv lr,0.00,36.0896
81378,Hla i & ii typing hr,0.00,36.0896
81379,Hla i typing complete hr,0.00,36.0896
81380,Hla i typing 1 locus hr,0.00,36.0896
81381,Hla i typing 1 allele hr,0.00,36.0896
81382,Hla ii typing 1 loc hr,0.00,36.0896
81383,Hla ii typing 1 allele hr,0.00,36.0896
81400,Mopath procedure level 1,0.00,36.0896
81401,Mopath procedure level 2,0.00,36.0896
81402,Mopath procedure level 3,0.00,36.0896
81403,Mopath procedure level 4,0.00,36.0896
81404,Mopath procedure level 5,0.00,36.0896
81405,Mopath procedure level 6,0.00,36.0896
81406,Mopath procedure level 7,0.00,36.0896
81407,Mopath procedure level 8,0.00,36.0896
81408,Mopath procedure level 9,0.00,36.0896
81410,Aortic dysfunction/dilation,0.00,36.0896
81411,Aortic dysfunction/dilation,0.00,36.0896
81412,Ashkenazi jewish assoc dis,0.00,36.0896
81413,Car ion chnnlpath inc 10 gns,0.00,36.0896
81414,Car ion chnnlpath inc 2 gns,0.00,36.0896
81415,Exome sequence analysis,0.00,36.0896
81416,Exome sequence analysis,0.00,36.0896
81417,Exome re-evaluation,0.00,36.0896
81420,Fetal chrmoml aneuploidy,0.00,36.0896
81422,Fetal chrmoml microdeltj,0.00,36.0896
81425,Genome sequence analysis,0.00,36.0896
81426,Genome sequence analysis,0.00,36.0896
81427,Genome re-evaluation,0.00,36.0896
81430,Hearing loss sequence analys,0.00,36.0896
81431,Hearing loss dup/del analys,0.00,36.0896
81432,Hrdtry brst ca-rlatd dsordrs,0.00,36.0896
81433,Hrdtry brst ca-rlatd dsordrs,0.00,36.0896
81434,Hereditary retinal disorders,0.00,36.0896
81435,Hereditary colon ca dsordrs,0.00,36.0896
81436,Hereditary colon ca dsordrs,0.00,36.0896
81437,Heredtry nurondcrn tum dsrdr,0.00,36.0896
81438,Heredtry nurondcrn tum dsrdr,0.00,36.0896
81439,Hrdtry cardmypy gene panel,0.00,36.0896
81440,Mitochondrial gene,0.00,36.0896
81442,Noonan spectrum disorders,0.00,36.0896
81443,Genetic tstg severe inh cond,0.00,36.0896
81445,Targeted genomic seq analys,0.00,36.0896
81448,Hrdtry perph neurphy panel,0.00,36.0896
81450,Targeted genomic seq analys,0.00,36.0896
81455,Targeted genomic seq analys,0.00,36.0896
81460,Whole mitochondrial genome,0.00,36.0896
81465,Whole mitochondrial genome,0.00,36.0896
81470,X-linked intellectual dblt,0.00,36.0896
81471,X-linked intellectual dblt,0.00,36.0896
81479,Unlisted molecular pathology,0.00,36.0896
81490,Autoimmune rheumatoid arthr,0.00,36.0896
81493,Cor artery disease mrna,0.00,36.0896
81500,Onco (ovar) two proteins,0.00,36.0896
81503,Onco (ovar) five proteins,0.00,36.0896
81504,Oncology tissue of origin,0.00,36.0896
81506,Endo assay seven anal,0.00,36.0896
81507,Fetal aneuploidy trisom risk,0.00,36.0896
81508,Ftl cgen abnor two proteins,0.00,36.0896
81509,Ftl cgen abnor 3 proteins,0.00,36.0896
81510,Ftl cgen abnor three anal,0.00,36.0896
81511,Ftl cgen abnor four anal,0.00,36.0896
81512,Ftl cgen abnor five anal,0.00,36.0896
81518,Onc brst mrna 11 genes,0.00,36.0896
81519,Oncology breast mrna,0.00,36.0896
81520,Onc breast mrna 58 genes,0.00,36.0896
81521,Onc breast mrna 70 genes,0.00,36.0896
81522,Onc breast mrna 12 genes,0.00,36.0896
81525,Oncology colon mrna,0.00,36.0896
81528,Oncology colorectal scr,0.00,36.0896
81535,Oncology gynecologic,0.00,36.0896
81536,Oncology gynecologic,0.00,36.0896
81538,Oncology lung,0.00,36.0896
81539,Oncology prostate prob score,0.00,36.0896
81540,Oncology tum unknown origin,0.00,36.0896
81541,Onc prostate mrna 46 genes,0.00,36.0896
81542,Onc prostate mrna 22 cnt gen,0.00,36.0896
81545,Oncology thyroid,0.00,36.0896
81551,Onc prostate 3 genes,0.00,36.0896
81552,Onc uveal mlnma mrna 15 gene,0.00,36.0896
81595,Cardiology hrt trnspl mrna,0.00,36.0896
81596,Nfct ds chrnc hcv 6 assays,0.00,36.0896
81599,Unlisted maaa,0.00,36.0896
82009,Test for acetone/ketones,0.00,36.0896
82010,Acetone assay,0.00,36.0896
82013,Acetylcholinesterase assay,0.00,36.0896
82016,Acylcarnitines qual,0.00,36.0896
82017,Acylcarnitines quant,0.00,36.0896
82024,Assay of acth,0.00,36.0896
82030,Assay of adp & amp,0.00,36.0896
82040,Assay of serum albumin,0.00,36.0896
82042,Other source albumin quan ea,0.00,36.0896
82043,Ur albumin quantitative,0.00,36.0896
82044,Ur albumin semiquantitative,0.00,36.0896
82045,Albumin ischemia modified,0.00,36.0896
82075,Assay of breath ethanol,0.00,36.0896
82085,Assay of aldolase,0.00,36.0896
82088,Assay of aldosterone,0.00,36.0896
82103,Alpha-1-antitrypsin total,0.00,36.0896
82104,Alpha-1-antitrypsin pheno,0.00,36.0896
82105,Alpha-fetoprotein serum,0.00,36.0896
82106,Alpha-fetoprotein amniotic,0.00,36.0896
82107,Alpha-fetoprotein l3,0.00,36.0896
82108,Assay of aluminum,0.00,36.0896
82120,Amines vaginal fluid qual,0.00,36.0896
82127,Amino acid single qual,0.00,36.0896
82128,Amino acids mult qual,0.00,36.0896
82131,Amino acids single quant,0.00,36.0896
82135,Assay aminolevulinic acid,0.00,36.0896
82136,Amino acids quant 2-5,0.00,36.0896
82139,Amino acids quan 6 or more,0.00,36.0896
82140,Assay of ammonia,0.00,36.0896
82143,Amniotic fluid scan,0.00,36.0896
82150,Assay of amylase,0.00,36.0896
82154,Androstanediol glucuronide,0.00,36.0896
82157,Assay of androstenedione,0.00,36.0896
82160,Assay of androsterone,0.00,36.0896
82163,Assay of angiotensin ii,0.00,36.0896
82164,Angiotensin i enzyme test,0.00,36.0896
82172,Assay of apolipoprotein,0.00,36.0896
82175,Assay of arsenic,0.00,36.0896
82180,Assay of ascorbic acid,0.00,36.0896
82190,Atomic absorption,0.00,36.0896
82232,Assay of beta-2 protein,0.00,36.0896
82239,Bile acids total,0.00,36.0896
82240,Bile acids cholylglycine,0.00,36.0896
82247,Bilirubin total,0.00,36.0896
82248,Bilirubin direct,0.00,36.0896
82252,Fecal bilirubin test,0.00,36.0896
82261,Assay of biotinidase,0.00,36.0896
82270,Occult blood feces,0.00,36.0896
82271,Occult blood other sources,0.00,36.0896
82272,Occult bld feces 1-3 tests,0.00,36.0896
82274,Assay test for blood fecal,0.00,36.0896
82286,Assay of bradykinin,0.00,36.0896
82300,Assay of cadmium,0.00,36.0896
82306,Vitamin d 25 hydroxy,0.00,36.0896
82308,Assay of calcitonin,0.00,36.0896
82310,Assay of calcium,0.00,36.0896
82330,Assay of calcium,0.00,36.0896
82331,Calcium infusion test,0.00,36.0896
82340,Assay of calcium in urine,0.00,36.0896
82355,Calculus analysis qual,0.00,36.0896
82360,Calculus assay quant,0.00,36.0896
82365,Calculus spectroscopy,0.00,36.0896
82370,X-ray assay calculus,0.00,36.0896
82373,Assay c-d transfer measure,0.00,36.0896
82374,Assay blood carbon dioxide,0.00,36.0896
82375,Assay carboxyhb quant,0.00,36.0896
82376,Assay carboxyhb qual,0.00,36.0896
82378,Carcinoembryonic antigen,0.00,36.0896
82379,Assay of carnitine,0.00,36.0896
82380,Assay of carotene,0.00,36.0896
82382,Assay urine catecholamines,0.00,36.0896
82383,Assay blood catecholamines,0.00,36.0896
82384,Assay three catecholamines,0.00,36.0896
82387,Assay of cathepsin-d,0.00,36.0896
82390,Assay of ceruloplasmin,0.00,36.0896
82397,Chemiluminescent assay,0.00,36.0896
82415,Assay of chloramphenicol,0.00,36.0896
82435,Assay of blood chloride,0.00,36.0896
82436,Assay of urine chloride,0.00,36.0896
82438,Assay other fluid chlorides,0.00,36.0896
82441,Test for chlorohydrocarbons,0.00,36.0896
82465,Assay bld/serum cholesterol,0.00,36.0896
82480,Assay serum cholinesterase,0.00,36.0896
82482,Assay rbc cholinesterase,0.00,36.0896
82485,Assay chondroitin sulfate,0.00,36.0896
82495,Assay of chromium,0.00,36.0896
82507,Assay of citrate,0.00,36.0896
82523,Collagen crosslinks,0.00,36.0896
82525,Assay of copper,0.00,36.0896
82528,Assay of corticosterone,0.00,36.0896
82530,Cortisol free,0.00,36.0896
82533,Total cortisol,0.00,36.0896
82540,Assay of creatine,0.00,36.0896
82542,Col chromotography qual/quan,0.00,36.0896
82550,Assay of ck (cpk),0.00,36.0896
82552,Assay of cpk in blood,0.00,36.0896
82553,Creatine mb fraction,0.00,36.0896
82554,Creatine isoforms,0.00,36.0896
82565,Assay of creatinine,0.00,36.0896
82570,Assay of urine creatinine,0.00,36.0896
82575,Creatinine clearance test,0.00,36.0896
82585,Assay of cryofibrinogen,0.00,36.0896
82595,Assay of cryoglobulin,0.00,36.0896
82600,Assay of cyanide,0.00,36.0896
82607,Vitamin b-12,0.00,36.0896
82608,B-12 binding capacity,0.00,36.0896
82610,Cystatin c,0.00,36.0896
82615,Test for urine cystines,0.00,36.0896
82626,Dehydroepiandrosterone,0.00,36.0896
82627,Dehydroepiandrosterone,0.00,36.0896
82633,Desoxycorticosterone,0.00,36.0896
82634,Deoxycortisol,0.00,36.0896
82638,Assay of dibucaine number,0.00,36.0896
82642,Dihydrotestosterone,0.00,36.0896
82652,Vit d 1 25-dihydroxy,0.00,36.0896
82656,Pancreatic elastase fecal,0.00,36.0896
82657,Enzyme cell activity,0.00,36.0896
82658,Enzyme cell activity ra,0.00,36.0896
82664,Electrophoretic test,0.00,36.0896
82668,Assay of erythropoietin,0.00,36.0896
82670,Assay of estradiol,0.00,36.0896
82671,Assay of estrogens,0.00,36.0896
82672,Assay of estrogen,0.00,36.0896
82677,Assay of estriol,0.00,36.0896
82679,Assay of estrone,0.00,36.0896
82693,Assay of ethylene glycol,0.00,36.0896
82696,Assay of etiocholanolone,0.00,36.0896
82705,Fats/lipids feces qual,0.00,36.0896
82710,Fats/lipids feces quant,0.00,36.0896
82715,Assay of fecal fat,0.00,36.0896
82725,Assay of blood fatty acids,0.00,36.0896
82726,Long chain fatty acids,0.00,36.0896
82728,Assay of ferritin,0.00,36.0896
82731,Assay of fetal fibronectin,0.00,36.0896
82735,Assay of fluoride,0.00,36.0896
82746,Assay of folic acid serum,0.00,36.0896
82747,Assay of folic acid rbc,0.00,36.0896
82757,Assay of semen fructose,0.00,36.0896
82759,Assay of rbc galactokinase,0.00,36.0896
82760,Assay of galactose,0.00,36.0896
82775,Assay galactose transferase,0.00,36.0896
82776,Galactose transferase test,0.00,36.0896
82777,Galectin-3,0.00,36.0896
82784,Assay iga/igd/igg/igm each,0.00,36.0896
82785,Assay of ige,0.00,36.0896
82787,Igg 1 2 3 or 4 each,0.00,36.0896
82800,Blood ph,0.00,36.0896
82803,Blood gases any combination,0.00,36.0896
82805,Blood gases w/o2 saturation,0.00,36.0896
82810,Blood gases o2 sat only,0.00,36.0896
82820,Hemoglobin-oxygen affinity,0.00,36.0896
82930,Gastric analy w/ph ea spec,0.00,36.0896
82938,Gastrin test,0.00,36.0896
82941,Assay of gastrin,0.00,36.0896
82943,Assay of glucagon,0.00,36.0896
82945,Glucose other fluid,0.00,36.0896
82946,Glucagon tolerance test,0.00,36.0896
82947,Assay glucose blood quant,0.00,36.0896
82948,Reagent strip/blood glucose,0.00,36.0896
82950,Glucose test,0.00,36.0896
82951,Glucose tolerance test (gtt),0.00,36.0896
82952,Gtt-added samples,0.00,36.0896
82955,Assay of g6pd enzyme,0.00,36.0896
82960,Test for g6pd enzyme,0.00,36.0896
82962,Glucose blood test,0.00,36.0896
82963,Assay of glucosidase,0.00,36.0896
82965,Assay of gdh enzyme,0.00,36.0896
82977,Assay of ggt,0.00,36.0896
82978,Assay of glutathione,0.00,36.0896
82979,Assay rbc glutathione,0.00,36.0896
82985,Assay of glycated protein,0.00,36.0896
83001,Assay of gonadotropin (fsh),0.00,36.0896
83002,Assay of gonadotropin (lh),0.00,36.0896
83003,Assay growth hormone (hgh),0.00,36.0896
83006,Growth stimulation gene 2,0.00,36.0896
83009,H pylori (c-13) blood,0.00,36.0896
83010,Assay of haptoglobin quant,0.00,36.0896
83012,Assay of haptoglobins,0.00,36.0896
83013,H pylori (c-13) breath,0.00,36.0896
83014,H pylori drug admin,0.00,36.0896
83015,Heavy metal qual any anal,0.00,36.0896
83018,Heavy metal quant each nes,0.00,36.0896
83020,Hemoglobin electrophoresis,0.00,36.0896
83020,Hemoglobin electrophoresis,0.37,36.0896
83021,Hemoglobin chromotography,0.00,36.0896
83026,Hemoglobin copper sulfate,0.00,36.0896
83030,Fetal hemoglobin chemical,0.00,36.0896
83033,Fetal hemoglobin assay qual,0.00,36.0896
83036,Glycosylated hemoglobin test,0.00,36.0896
83037,Glycosylated hb home device,0.00,36.0896
83045,Blood methemoglobin test,0.00,36.0896
83050,Blood methemoglobin assay,0.00,36.0896
83051,Assay of plasma hemoglobin,0.00,36.0896
83060,Blood sulfhemoglobin assay,0.00,36.0896
83065,Assay of hemoglobin heat,0.00,36.0896
83068,Hemoglobin stability screen,0.00,36.0896
83069,Assay of urine hemoglobin,0.00,36.0896
83070,Assay of hemosiderin qual,0.00,36.0896
83080,Assay of b hexosaminidase,0.00,36.0896
83088,Assay of histamine,0.00,36.0896
83090,Assay of homocystine,0.00,36.0896
83150,Assay of homovanillic acid,0.00,36.0896
83491,Assay of corticosteroids 17,0.00,36.0896
83497,Assay of 5-hiaa,0.00,36.0896
83498,Assay of progesterone 17-d,0.00,36.0896
83500,Assay free hydroxyproline,0.00,36.0896
83505,Assay total hydroxyproline,0.00,36.0896
83516,Immunoassay nonantibody,0.00,36.0896
83518,Immunoassay dipstick,0.00,36.0896
83519,Ria nonantibody,0.00,36.0896
83520,Immunoassay quant nos nonab,0.00,36.0896
83525,Assay of insulin,0.00,36.0896
83527,Assay of insulin,0.00,36.0896
83528,Assay of intrinsic factor,0.00,36.0896
83540,Assay of iron,0.00,36.0896
83550,Iron binding test,0.00,36.0896
83570,Assay of idh enzyme,0.00,36.0896
83582,Assay of ketogenic steroids,0.00,36.0896
83586,Assay 17- ketosteroids,0.00,36.0896
83593,Fractionation ketosteroids,0.00,36.0896
83605,Assay of lactic acid,0.00,36.0896
83615,Lactate (ld) (ldh) enzyme,0.00,36.0896
83625,Assay of ldh enzymes,0.00,36.0896
83630,Lactoferrin fecal (qual),0.00,36.0896
83631,Lactoferrin fecal (quant),0.00,36.0896
83632,Placental lactogen,0.00,36.0896
83633,Test urine for lactose,0.00,36.0896
83655,Assay of lead,0.00,36.0896
83661,L/s ratio fetal lung,0.00,36.0896
83662,Foam stability fetal lung,0.00,36.0896
83663,Fluoro polarize fetal lung,0.00,36.0896
83664,Lamellar bdy fetal lung,0.00,36.0896
83670,Assay of lap enzyme,0.00,36.0896
83690,Assay of lipase,0.00,36.0896
83695,Assay of lipoprotein(a),0.00,36.0896
83698,Assay lipoprotein pla2,0.00,36.0896
83700,Lipopro bld electrophoretic,0.00,36.0896
83701,Lipoprotein bld hr fraction,0.00,36.0896
83704,Lipoprotein bld quan part,0.00,36.0896
83718,Assay of lipoprotein,0.00,36.0896
83719,Assay of blood lipoprotein,0.00,36.0896
83721,Assay of blood lipoprotein,0.00,36.0896
83722,Lipoprtn dir meas sd ldl chl,0.00,36.0896
83727,Assay of lrh hormone,0.00,36.0896
83735,Assay of magnesium,0.00,36.0896
83775,Assay malate dehydrogenase,0.00,36.0896
83785,Assay of manganese,0.00,36.0896
83789,Mass spectrometry qual/quan,0.00,36.0896
83825,Assay of mercury,0.00,36.0896
83835,Assay of metanephrines,0.00,36.0896
83857,Assay of methemalbumin,0.00,36.0896
83861,Microfluid analy tears,0.00,36.0896
83864,Mucopolysaccharides,0.00,36.0896
83872,Assay synovial fluid mucin,0.00,36.0896
83873,Assay of csf protein,0.00,36.0896
83874,Assay of myoglobin,0.00,36.0896
83876,Assay myeloperoxidase,0.00,36.0896
83880,Assay of natriuretic peptide,0.00,36.0896
83883,Assay nephelometry not spec,0.00,36.0896
83885,Assay of nickel,0.00,36.0896
83915,Assay of nucleotidase,0.00,36.0896
83916,Oligoclonal bands,0.00,36.0896
83918,Organic acids total quant,0.00,36.0896
83919,Organic acids qual each,0.00,36.0896
83921,Organic acid single quant,0.00,36.0896
83930,Assay of blood osmolality,0.00,36.0896
83935,Assay of urine osmolality,0.00,36.0896
83937,Assay of osteocalcin,0.00,36.0896
83945,Assay of oxalate,0.00,36.0896
83950,Oncoprotein her-2/neu,0.00,36.0896
83951,Oncoprotein dcp,0.00,36.0896
83970,Assay of parathormone,0.00,36.0896
83986,Assay ph body fluid nos,0.00,36.0896
83987,Exhaled breath condensate,0.00,36.0896
83992,Assay for phencyclidine,0.00,36.0896
83993,Assay for calprotectin fecal,0.00,36.0896
84030,Assay of blood pku,0.00,36.0896
84035,Assay of phenylketones,0.00,36.0896
84060,Assay acid phosphatase,0.00,36.0896
84066,Assay prostate phosphatase,0.00,36.0896
84075,Assay alkaline phosphatase,0.00,36.0896
84078,Assay alkaline phosphatase,0.00,36.0896
84080,Assay alkaline phosphatases,0.00,36.0896
84081,Assay phosphatidylglycerol,0.00,36.0896
84085,Assay of rbc pg6d enzyme,0.00,36.0896
84087,Assay phosphohexose enzymes,0.00,36.0896
84100,Assay of phosphorus,0.00,36.0896
84105,Assay of urine phosphorus,0.00,36.0896
84106,Test for porphobilinogen,0.00,36.0896
84110,Assay of porphobilinogen,0.00,36.0896
84112,Eval amniotic fluid protein,0.00,36.0896
84119,Test urine for porphyrins,0.00,36.0896
84120,Assay of urine porphyrins,0.00,36.0896
84126,Assay of feces porphyrins,0.00,36.0896
84132,Assay of serum potassium,0.00,36.0896
84133,Assay of urine potassium,0.00,36.0896
84134,Assay of prealbumin,0.00,36.0896
84135,Assay of pregnanediol,0.00,36.0896
84138,Assay of pregnanetriol,0.00,36.0896
84140,Assay of pregnenolone,0.00,36.0896
84143,Assay of 17-hydroxypregneno,0.00,36.0896
84144,Assay of progesterone,0.00,36.0896
84145,Procalcitonin (pct),0.00,36.0896
84146,Assay of prolactin,0.00,36.0896
84150,Assay of prostaglandin,0.00,36.0896
84152,Assay of psa complexed,0.00,36.0896
84153,Assay of psa total,0.00,36.0896
84154,Assay of psa free,0.00,36.0896
84155,Assay of protein serum,0.00,36.0896
84156,Assay of protein urine,0.00,36.0896
84157,Assay of protein other,0.00,36.0896
84160,Assay of protein any source,0.00,36.0896
84163,Pappa serum,0.00,36.0896
84165,Protein e-phoresis serum,0.00,36.0896
84165,Protein e-phoresis serum,0.37,36.0896
84166,Protein e-phoresis/urine/csf,0.00,36.0896
